text,label
"someone needed to make a car payment... this is truly awful... makes jean Claude's cyborg look like gone with the wind... this is an hour I wish I could sue to get back... luckily it produced severe somnolence... from which I fell asleep. how can actors of this caliber create this dog? I would rather spend the time watching algae grow on the side of a fish tank than partake of this wholly awful concoction of several genre. I now use the DVD as a coaster on my coffee table. $5.99 at walmart is far too much to spend on this movie... if you really have to have it, wait till they throw them out after they have carried them on the inventory for several years and are frustrated that they would not sell.<br /><br />please for the love of god let this movie die of obscurity.",0
"The Guidelines state that a comment must contain a minimum of four lines. That is the only reason I am saying anything more about Tomcats. Because after all, my one line summary really says everything there is to say. There is absolutely NOTHING remotely entertaining in this film.",0
"""Semana Santa"" or ""Angel Of Death"" is a very weak movie. Mira Sorvino plays a detective who is trying to find a killer who shoots arrows in people. Mira has an Italian accent which falters from time to time. Couldn't she just speak English? All the other characters have a forced Mexican\English accent which is distracting. The dialogue is very bad and the delivery of it is wooden. The cinematography looks nice, but that's not enough to save this tripe. THIS NEXT PART OF THIS REVIEW DOES CONTAIN SPOILERS!!!! <br /><br />During the climax it looks like the villain is going to get away, but then he comes back down stairs to get shot and do a cool stunt down the railing. That just shows this script has no originality whatsoever. AVOID!",0
"Why did I waste 1.5 hours of my life watching this? Why was this film even made? Why am I even commenting on this film?<br /><br />One reviewer said this film took patience to watch and it was n't for everybody. I cannot figure out who this movie is for. maybe after dropping a hit of acid, SOMEBODY, SOMEWHERE could watch this and make some sense out of it. It is incoherent, it isn't experimental, it's plain and simple garbage. The film follows no plot line whatsoever, just when you think you have something, well.....you don't. <br /><br />I think the ending brought some finality to the film (no pun intended), the viewer gets a glimpse of what might have been going on. I don't think I put a spoiler in here, not that it would matter. This film is another must miss in the world of filmdom.",0
"I really enjoyed the first film and when it turned up again, without thinking, or checking, I took a family of friends to see it. I was ashamed that I had enthused so much about it to them.<br /><br />Disney processed the original film just like the human body processes a delicious meal - takes in something good and turns out ... well, you know. And by having a dark-skinned person as the FBI man, the results of fingerprinting the informant were subdued.<br /><br />Taken as an isolated film, I suppose it is not too bad if one likes that weird sort of thing, but when one has read the book or seen the first film - horrible!",0
"this really is an ""okay"" series.. everyone in it is pretty good. but i just can't take Reba. she's trying to be funny but she just isn't and then she got a stupid accent!! if they took her out of the show i would love to see it every day..<br /><br />i have been watching the show in 10 min now and as i said before, Reba IS destroying the show. however the 20 year old guy (dont know his name) but he's soooo funny, and he's really saving it all..<br /><br />so here's the recipe to get a great show. kick Reba of it and then put the 20 year old guy into the lead role.<br /><br />i really hope someone out there agrees with me and thinks (like me) that they should kick Reba of the show and put someone else in the lead role",0
"This is better than the early Cronenberg horror films, but nothing more than your basic what-is-real story. The videogame theme has been told before too. Nothing original is left except the weird Cronenberg atmosphere (which is not that strong here) with the amusing sexual references and Shore's dark score. The story never grabs your full attention. It just flows forward event after event with boring pace. Rating 4/10.",0
"The first time I saw this film it was with this cute girl I was attracted to. we had a lot of fun laughing at it and generally making fun. So my impression was that it was terrible but watchable for cheeseyness value. Then, as part of our anniversary, we watched it together again on video. As it turns out, the movie is just terrible and unwatchable. It's amazing how cute girls can change the way the world looks.",0
"Today You Die was the 4th Seagal movie in a mini marathon I just held. Wow, I don't know where to start. He seems to mumble his lines more and more as time goes on, and the scenes between Seagal and Treach where they seem to improv are embarrassing. And what did his girlfriend's dreams have to do with anything else in the plot? I can't recommend this to anyone but the most die hard Seagal fan, and even then you are better off with his earlier work. Of the 4 films in my marathon (Submerged, Into the Sun, Foreigner and Today You Die) Today was the worst. A previous reviewer mentioned this but the usage of stock footage was quite obvious.",0
"If this movie as meant to discourage people from doing drugs, it fails. I was ready to start using them I got waiting for something to happen and nothing ever really did. This movie is neither horror or drama. It's just the paranoia of meth users. This movie may win an award for the using the ""F"" word so many times and so uselessly. It was not well stated, but I felt like they were making Meth to replace Meth they owed to someone. Hector just got worse and more paranoid as the movie went on and the girl just got more hopeless. The ending really made no sense. The movie made no sense unless it was just showing how annoying is is to be stuck in a house in the middle of nowhere with a meth-head. I relied on the other feedback when I decided to watch this movie and the rating on this movie should be a much lower average.",0
"Joan Fontaine is swept off her feet by the suave Cary Grant. After their marriage, she realizes that her husband is very irresponsible and owes a major gambling debt. It appears that Grant tries to scheme his best friend, Nigel Bruce, out of part of his life savings. Bruce ends up murdered and Fontaine suspects that her husband will try to kill her for the insurance money. This drama drags on to an abrupt and flat finale.",0
"Whoa, this is one of the WORST movies I have EVER seen! The packaging for the film is better than the film itself. My girlfriend and I watched it this past weekend, and we only continued to watch it in the hopes that it would get better...it didn't...<br /><br />The picture quality is poor; it looks like it was shot on video and transferred to film. The lighting is not great, which makes it harder to read the actors' facial expressions. The acting itself was cheesy, but I guess it's acceptable for ""yet another"" teenage horror flick. The sound was a huge problem: sometimes you have to rewind the video because the sound is unclear and/or muffled.<br /><br />It holds no real merit of it's own; trying to ride on the coattails of ""Sleepy Hollow."" Don't bother with this one.",0
"The film is somewhat entertaining, but the greatest feature is Shalom Harlow's laughable performance. It has been 4 years since this movie was released and hopefully Harlow has gone through more training. Perhaps she should stick to the more worldly, somewhat corruptive characters that she has generated in other performances.",0
