text,label
"""The Mother"" tells of a recently widowed mid-60's mother of two adult children (Reid) who, on the heels of her husband's death, finds herself awakening from a life of sleepwalking as she has an affair with a young carpenter who is also her daughter's married lover. The film dwells on the quietly passive Mom, her tenuous relationship with her grown son and daughter, the silent needs she attempts to soothe in bed with her young lover, and the convolutions arising therefrom. A somewhat antiseptic drama with rumbling psychodramatic undercurrents, ""The Mother"" does an excellent job of dealing with uncomfortable issues realistically while avoiding gratuitous sensationalism. Will play best with more mature audiences, possibly women, who may better empathize with the central character, her needs and issues. (B+)",1
This is a great movie to see with your girlfriend. My friend and I both love dance and ran into this movie at the video store. We had to get it. With no violence and such a warming story its a great movie to relax to and just enjoy your night. I would recommend this movie to any family or just a bunch of girls looking for a cute movie.,1
"Talk Radio is of course, probably not the most well known of Stone's films, but don't let that put you off, this film is ripe for discovery, I defy anyone not to be entranced by it. Along with the best performance of 80's cinema by Eric Bogosian, for me (along with JFK)this remains Stone's finest moment. Stone doesn't seem to comment much on it these days and didn't do a director's commentary on DVD like all his other films. Stone has nothing to be ashamed of, most directors would kill to get a shot @ a film like this.<br /><br />The claustrophobia of the studio is intense and the opinions of Champlain are still very crucial arguments for today. The ""legalise all drugs"" speech is powerful and you might find yourself agreeing with him.In my opinion the film is about freedom of speech and how sometimes people don't like hearing things they don't agree with.The speeches and conversations with the listeners are very compelling, even disturbing, a chill ran down my spine when a crazed man calls Champlain saying he has to rape again because the city drives him crazy is totally shocking.The tension is sometimes unbearable with a scene when Heavy metaller Kent becomes unhinged, of course Champlain does himself no favours by ridiculing him. Champlain(or should I say Bogosian) is fearless in film and performance, totally mesmerising, a shame th@ Bogosians other big role was the villain in Under Siege 2(dear god!!)One scene th@ didn't ring true was when Barry's boss Dan(Alec Baldwin) gets him to calm down, Barry doesn't seem to be the kind of person who shuts up and does as he's told, it seemed a bit contrived and clichéd.The scenes outside the studio are criticised for being too formulaic, it's true because Stone is trying to make the film more cinematic and allow the viewer to see Champlains beginnings but it doesn't entirely work. <br /><br />It is a brilliantly cinematic film with extreme close-ups, deep focus, extremely fast cuts a fantastic 360 set which is used for the final breathtaking monologue. Must see cinema, it makes it rare because it was ignored @the time but is now receiving attention again which it so richly deserves. A classic th@ should be studied by generations of film students. <br /><br />10 out of 10 for inventive use of ""Bad To The Bone"" before T2, brilliant supporting cast including John C Mcginley(Dr Cox from Scrubs) as the sleazy Stu, Leslie Hope(24)as Champlains girlfriend, John Pankow and Alec Baldwin as the suits and Micheal Wincott who plays three roles( a very underrated actor), the tension between the listeners and Champlain which is very heart-racing @ times and of course kudos to the stars Bogosian and Stone for such a fantastic piece of cinema. Enjoy!",1
"There are some comments about this film that say that it is a bad and silly one and such an excellent actor as Pierre Fresnay should not have accepted to act in it.<br /><br />I think, just the opposite, that, even when the film is strange and has some weaknesses, the performance of Pierre Fresnay is so formidable that it converts the film in something excellent.<br /><br />His performance is probably the best in history.<br /><br />The film itself has a very polemic scene about the consecration of wine in the cabaret.<br /><br />For somebody who does not believe that a priest  even a defrocked one  can convert it in Christ's blood, the scene is perhaps bizarre. But for somebody who has been raised in a catholic framework, it is very emotive even if quite unpleasant.<br /><br />The scene of the death of the younger priest is tremendously shocking. But it is very well acted. Pierre Fresnay turns the crazy act of murder in something understandable within the temporal madness of his character, the tortured defrocked Morand who, in this terrible way, comes back to his duty.",1
"seriously i loved this film..i had started to read the book and i loved it...the way everything was set up and everything had a purpose...i think this film did so well was because Louis Sachar wrote the screenplay..and of course Andrew Davis directed it...Shia Lebouf gives a great performance for his first film...the storyline is very cool and interesting...there's humor, heart and intensity...it is very similar to the book..i find this film to be not the least bit boring...i absolutely loved it...and i encourage anyone to read the book..all in all this film is very well put together and carefully crafted...two thumbs up for me in every single way",1
"It was AMAZING. As a librarian and an attendee at the New York Library Association's Vitality Fund Event on Thursday night, October 18, I was privileged to see a pre-release screening of the new movie, The Kite Runner. The release of the movie has been delayed because of concerns about the welfare of the child actors involved. I am grateful that the NYLA event was allowed to go on as planned.<br /><br />Regarding the movie, I feel it was masterfully done. It had as much impact on me, I think, as Stanley Kubrik's A Clockwork Orange, even though it is much less graphic - MUCH less. There is no comparison between the horrendous, shocking violence and rape shown in A Clockwork Orange and the small amount of violence actually shown in Kite Runner; only the subject matter and the implications for the human psyche are comparable. (I have written more details about the violence and child rape and how it was handled on my MySpace blog.) My overall impression was that this film was fantastic; one of the best-made films I have seen. The depiction of the Afghani boys flying their kites captured some of the beauty and grace of an art form unknown to most of the world. The subject matter is intensely serious, and the movie carries the emotions of the audience into that subject matter without many jarring ""Hollywood touches"" which have ruined other movies. Although the overturned cart of pomegranates was an obvious bit of symbolism (to me).<br /><br />Finally, I must mention the excellence of the sound track. The recitation by the boy of poetry by Rumi as two main characters are fleeing the country during the Russian invasion - under terrifying circumstances - truly showed the power of those poems. I urge anyone watching to disregard the subtitles in that scene to the extent that you can, and just listen to the beauty of the language. I don't even know what language Amir is quoting, whether his normal Dari Persian dialect is the same as Rumi's original Persian dialect. Also, please note the sound heard every time a kite line is cut. I found it a profound, distinctive sound, though the librarians who were with me did not notice it at all. I can't help but wonder if kites actually make a sound like that when they are ""cut"", or if it gives a sense of the vibration/sound experienced by the kite flyer during competition.",1
"at least for me. and rather unexpected -as subject. a movie that makes you question your beliefs, your life, your approach on everything. that helps you see the world you , we live in through a lens - or a multitude of lens...a moving, surprising and haunting movie.<br /><br />and it benefits of one of the best performances ever from Kevin Spacey. seconded very well by Jeff Bridges. there isn't a false note in this tango. it's a perfect dance. perfect 'till the end.<br /><br />what does the ending reveal ? well...everything you want it to...<br /><br />a movie one will want to see again. maybe not right away. maybe after a few days. months. years. but it's something to go - or come - back to.",1
"I saw this television version of a Christie mystery story when it was shown back on Channel 5 in New York City in 1980. At the time I was surprised it was not shown on Channel 13, the Public Television Station that showed most of the Masterpiece Theater programs, but (aside from some Dorothy Sayers ""Lord Peter Wimsey"" stores, and THE MOONSTONE) the BBC productions rarely dealt with British detective stories. Another series, THE RIVALS OF SHERLOCK HOLMES had dealt with stories set in the Victorian and Edwardian period, so a period charm was involved in getting those stories onto Channel 13.<br /><br />The plot of WHY DIDN'T THEY ASK EVANS? dealt with a young couple stumbling upon a dying man who's only last words are the question of the title of the story (the novel was originally called WHY DIDN'T THEY ASK EVANS?, but subsequently was retitled THE BOOMERANG CLUE). The young couple start investigating the murder, and trace the crime to a set of people who surround a questionable doctor (Eric Porter). Despite the warnings of the father of the hero (John Gielgud), the hero (James Warwick) and the heroine (Francesca Annis) pursue their investigation - even as it gets murkier and more dangerous. The death of another suspect by suicide increases the apparent dangers as the killer starts looking into silencing the two amateur detectives.<br /><br />It's not a bad film, although I agree it was a bit too long for a single night's entertainment (if it had been done like later Miss Marple episodes with Joan Hickson, or the Hercule Poirot episodes, in two parts it would have been better). But it has it's strengths. One is the proper use of Porter as chief suspect, and a clever scene later in the film where he appears to be spying on the young couple who are investigating the mystery. If you stick to the film, you will be in for a fair surprise later on.<br /><br />But it has one failing. When dealing with a Christie novel the figures in the story have to be in a rigid schedule of movements so that the reader might be able to figure out what the secret of the plot is. I will only add that if you hear the dialog at one point, and how a little boy was almost killed (but wasn't), then you will find all the parts of the story coming together, and what the villain's motivations were.<br /><br />Except for that and the lengthy time the telefilm takes to tell it's story, it is quite a good film, and worthy as one of the best programs based on a Christie story in the period when their was a sudden renaissance in films based on her novels.",1
"One of the most definitive gangster films of the 80's, Scarface is very much a film of its time. The first thing you notice when you watch this film is that it is screaming at you, 'made in 1983'. The costumes, the music score and soundtrack, the hairstyles, make no mistake about it this is a film all about crime in the 80's and while it should have dated horribly it hasn't. This is still a superb film. While Georgio Moroder's music has dated a fair bit, it still compliments the story of Tony Montana well thanks to the superb screenplay by Oliver Stone and the first class direction of Brian De Palma, one of two films that he has made with Pacino (the other being the fantastic Carlito's Way). All of De Palma's trademarks are here; the strong language, the graphic violence (more on that later), the stylish excesses such as grandiose set pieces and of course the stylish camera work.<br /><br />Pacino dominates the film and I mean that literally. He is the dominant star of this film. His performance over the top, this is one of those films were Pacino doesn't so much say his lines as he does shouts them, this time with a superb Cuban accent. However, this is Pacino and he does it fantastically. Only he could go this far over the top and still come away from the film with his acting integrity in tact. While some may complain about his shouting of his lines and the sheer excess of it all, this is an excessive film. Take a look at the production design of Tony's house, take a look at the violence in this film. The chainsaw incident is downright brutal and their is blood everywhere. The shoot out at the end has bodies going down at a rate that is more akin to Schwarzenegger and Stallone in the Rambo films. Take a look at the amount of coke that is displayed in the film so Pacino's performance I suppose is perfect for the film. He is supported by actors who are more akin to saying their lines in a more controlled way. Steven Bauer, in particularly, as Manny, Tony's best friend, is the stand out of the supporting cast. His performance is so controlled and quiet in a De Niro sort of way it is a wonder how he ended up doing straight to video soft porn. Michelle Pfeiffer, of course, adds the glamor, Robert Loggia adds gravitas as usual and Mary Elizabeth Mastrantonio makes a great debut as Tony's sister.<br /><br />Of course this is more than just a film about excess. There is more to it than drugs, violence, chainsaw assaults and a big great shoot out. This is a film about the darker side of the American dream. In many ways it puts it on a thematic par with The Godfather films. Tony finds himself coming to America, getting it all, living the American dream and then losing it all in violent fashion, and by saying he loses it all, I mean he loses it all. He kills his best friend, his sister is killed, his empire crumbles, literally, around him and to top it of he is killed in his own mansion, bullets ripping through him. <br /><br />Without doubt Scarface is one of the key films of the early 80's. Sure, it doesn't have the subtleties of The Godfather films, but this is still a fine film and one that is worth going to again and again.",1
"Several years ago when I first watched ""Grey Gardens"" I remember laughing and finding it hilarious camp. Years later I still laugh out loud when I watch it, but after many viewings I've come to see the beauty in the strange, twisted relationship between the inseparable ""Big"" Edith Bouvier Beale and her daughter ""Little"" Edith Bouvier Beale.<br /><br />Mother and daughter living together in their decaying 28 room East Hampton mansion add a whole new meaning to the term ""Shabby Chic"". With innumerable cats, raccoons and opossums as roommates this Aunt and Niece of Jackie O. allowed filmmakers Albert and David Maysles into their mansion to film them living life day to day. The result is a hilarious, beautiful, sad and moving account of true love and anarchy rule.<br /><br />The relationship between Big and Little Edie is a testament to the unbreakable bonds of love. And their lives an example of drive, determination and free-will. This movie has more to recommend it than I can put down into words. It is a rare experience that you must see for yourself.<br /><br />",1
